version,classpath,LOC,LOC_TOUCHED,REVS,FIXES,AUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,CHANGE_SET_SIZE,MAX_CHANGE_SET,AVG_CHANGE_SET,AGE,WEIGHTED_AGE,COMMENT_LINES,NESTING_DEPTH,DECISION_POINTS,nsmells,DISTINCT_SMELL_TYPES,BUGGY
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java",261,79,5,2,3,58,36,11.600000,37,17,7.400000,965,434,64.333333,436,329.709386,71,3,27,"15",4,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.java",35,0,1,0,1,0,0,0.000000,0,0,0.000000,1141,434,81.500000,702,546.175373,19,1,1,"3",3,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.java",13,0,1,0,1,0,0,0.000000,0,0,0.000000,1047,434,149.571429,702,692.543689,18,0,0,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/Codec.java",16,0,1,0,1,0,0,0.000000,0,0,0.000000,1106,434,100.545455,702,573.494253,32,0,0,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java",97,0,1,1,1,0,0,0.000000,0,0,0.000000,395,323,56.428571,414,341.147335,31,1,6,"5",3,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/CodecFactory.java",36,0,1,0,1,0,0,0.000000,0,0,0.000000,348,323,116.000000,414,411.789474,28,1,1,"2",1,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/FileReader.java",12,49,2,0,2,49,49,24.500000,49,49,24.500000,333,323,166.500000,176,176.000000,29,0,0,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java",169,93,7,2,3,85,33,12.142857,77,30,11.000000,1258,434,59.904762,702,559.648246,50,3,14,"10",8,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/DataFileConstants.java",15,4,2,1,2,3,3,1.500000,2,2,1.000000,1076,434,97.818182,702,620.155405,21,0,0,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/LengthLimitedInputStream.java",53,0,1,0,1,0,0,0.000000,0,0,0.000000,339,323,169.500000,414,414.000000,22,2,5,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java",9,3,2,1,2,2,2,1.000000,1,1,0.500000,1055,434,131.875000,702,674.180328,22,0,0,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader12.java",168,229,3,0,2,228,221,76.000000,227,221,75.666667,368,323,122.666667,93,90.275109,40,3,19,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java",81,34,3,1,2,21,13,7.000000,8,8,2.666667,1200,434,92.307692,702,554.929379,32,2,10,"11",5,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java",119,0,1,0,1,0,0,0.000000,0,0,0.000000,328,323,164.000000,214,214.000000,33,1,5,"21",4,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferInputStream.java",52,4,2,0,1,3,3,1.500000,2,2,1.000000,1141,434,114.100000,702,690.162264,30,2,7,"0",0,"YES"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferOutputStream.java",70,4,2,0,1,3,3,1.500000,2,2,1.000000,1179,434,117.900000,702,644.155340,25,1,6,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java",8,0,1,0,1,0,0,0.000000,0,0,0.000000,1055,434,131.875000,702,689.233766,18,0,0,"0",0,"NO"
"1.5.0","lang/java/avro/src/main/java/org/apache/avro/AvroTypeException.java",7,0,1,0,1,0,0,0.000000,0,0,0.000000,1077,434,134.625000,702,691.230769,18,0,0,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCContext.java",95,42,2,3,2,31,31,15.500000,20,20,10.000000,851,434,85.100000,589,408.255385,91,1,4,"2",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransportCodec.java",111,0,1,0,1,0,0,0.000000,0,0,0.000000,338,323,112.666667,254,248.491803,46,2,7,"6",3,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java",312,390,3,0,2,390,389,130.000000,390,389,130.000000,404,323,134.666667,176,175.658974,36,4,38,"48",11,"YES"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java",68,45,5,4,2,20,15,4.000000,13,8,2.600000,1311,434,69.000000,702,515.468647,18,1,4,"0",0,"YES"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java",80,26,4,3,3,19,8,4.750000,12,7,3.000000,1311,434,65.550000,702,577.971609,22,1,2,"0",0,"YES"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketTransceiver.java",80,11,3,1,2,8,5,2.666667,5,3,1.666667,1132,434,80.857143,702,642.413580,25,3,10,"4",2,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/Transceiver.java",23,0,1,0,1,0,0,0.000000,0,0,0.000000,1094,434,121.555556,702,618.856250,36,0,0,"3",2,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/Server.java",7,0,1,0,1,0,0,0.000000,0,0,0.000000,1106,434,122.888889,702,652.869159,22,0,0,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectRequestor.java",48,21,3,0,2,13,8,4.333333,5,3,1.666667,1280,434,80.000000,702,621.163588,21,0,0,"0",0,"YES"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectResponder.java",34,11,3,3,2,7,5,2.333333,3,3,1.000000,1382,434,65.809524,702,627.324226,19,1,1,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCPlugin.java",10,0,1,0,1,0,0,0.000000,0,0,0.000000,793,434,158.600000,589,548.543478,55,0,0,"7",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java",112,8,2,1,2,6,6,3.000000,4,4,2.000000,367,323,73.400000,254,241.980676,24,1,3,"2",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java",165,0,1,0,1,0,0,0.000000,0,0,0.000000,773,434,193.250000,428,384.592058,70,2,11,"11",6,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/IntegerHistogram.java",28,0,1,1,1,0,0,0.000000,0,0,0.000000,808,434,115.428571,571,465.982301,22,1,2,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Stopwatch.java",38,0,1,0,1,0,0,0.000000,0,0,0.000000,769,434,256.333333,428,428.000000,28,2,4,"4",2,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServer.java",20,0,1,0,1,0,0,0.000000,0,0,0.000000,341,323,170.500000,227,227.000000,28,0,0,"1",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java",161,0,1,0,1,0,0,0.000000,0,0,0.000000,801,434,133.500000,428,278.431102,41,1,8,"1",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java",27,0,1,1,1,0,0,0.000000,0,0,0.000000,804,434,134.000000,571,502.281250,22,1,2,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StaticServlet.java",19,0,1,0,1,0,0,0.000000,0,0,0.000000,366,323,122.000000,227,216.826087,22,1,2,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServlet.java",194,4,1,0,1,4,4,4.000000,4,4,4.000000,801,434,133.500000,428,255.728235,42,1,7,"21",5,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramServer.java",45,0,1,0,1,0,0,0.000000,0,0,0.000000,1138,434,103.454545,702,667.752049,19,2,3,"1",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramTransceiver.java",54,0,1,0,1,0,0,0.000000,0,0,0.000000,779,434,194.750000,535,530.379310,22,2,3,"2",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java",195,10,3,0,2,8,6,2.666667,6,4,2.000000,343,323,85.750000,254,245.664234,36,1,7,"5",3,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpServer.java",66,42,2,2,2,40,40,20.000000,38,38,19.000000,795,434,132.500000,528,361.587912,28,1,3,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/LocalTransceiver.java",27,0,1,0,1,0,0,0.000000,0,0,0.000000,1074,434,119.333333,702,635.198795,18,0,0,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/Responder.java",183,59,9,6,2,40,11,4.444444,25,11,2.777778,1502,434,45.515152,702,565.478819,43,2,20,"10",2,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericResponder.java",40,25,3,2,2,19,15,6.333333,13,11,4.333333,1195,434,99.583333,702,608.415929,18,1,1,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericRequestor.java",48,6,2,2,1,4,4,2.000000,2,2,1.000000,1275,434,85.000000,702,629.260331,19,2,4,"0",0,"YES"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpTransceiver.java",79,6,2,0,2,6,6,3.000000,6,6,3.000000,830,434,92.222222,528,476.493827,22,3,6,"1",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketServer.java",100,69,5,1,3,51,32,10.200000,33,20,6.600000,1254,434,73.764706,702,610.489919,23,2,8,"10",7,"YES"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/ResponderServlet.java",30,0,1,0,1,0,0,0.000000,0,0,0.000000,767,434,191.750000,528,524.700000,18,1,1,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceNode.java",65,0,1,0,1,0,0,0.000000,0,0,0.000000,365,323,121.666667,219,212.058824,58,2,2,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java",45,0,1,0,1,0,0,0.000000,0,0,0.000000,351,323,117.000000,219,217.800000,24,2,4,"1",1,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/FileSpanStorage.java",212,0,1,0,1,0,0,0.000000,0,0,0.000000,334,323,167.000000,211,211.000000,105,3,23,"18",7,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Trace.java",126,0,1,0,1,0,0,0.000000,0,0,0.000000,393,323,98.250000,219,218.636364,100,5,20,"9",3,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java",198,0,1,0,1,0,0,0.000000,0,0,0.000000,357,323,119.000000,201,200.157303,77,3,14,"8",5,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceClientServlet.java",191,7,2,0,1,4,4,2.000000,1,1,0.500000,438,323,109.500000,219,201.352113,41,3,20,"12",7,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanStorage.java",11,0,1,1,1,0,0,0.000000,0,0,0.000000,1118,434,101.636364,702,540.628743,39,0,0,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java",268,66,4,0,3,41,33,10.250000,46,31,11.500000,495,323,61.875000,219,212.103837,77,3,27,"11",8,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/StaticServlet.java",22,0,1,0,1,0,0,0.000000,0,0,0.000000,348,323,174.000000,201,201.000000,22,1,3,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePluginConfiguration.java",44,19,2,0,2,18,18,9.000000,17,17,8.500000,384,323,76.800000,219,211.296296,36,1,1,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Util.java",139,0,1,0,1,0,0,0.000000,0,0,0.000000,385,323,77.000000,219,213.696000,61,4,24,"10",6,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java",107,3,1,1,1,1,1,1.000000,1,1,1.000000,372,323,93.000000,219,213.957447,55,6,15,"6",3,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketServer.java",68,102,2,0,2,102,102,51.000000,102,102,51.000000,331,323,165.500000,176,176.000000,22,1,1,"15",6,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/Ipc.java",26,53,2,0,2,53,53,26.500000,53,53,26.500000,329,323,164.500000,93,93.000000,22,2,4,"0",0,"NO"
"1.5.0","lang/java/ipc/src/main/java/org/apache/avro/ipc/Requestor.java",209,71,9,4,2,53,23,5.888889,35,21,3.888889,1508,434,48.645161,702,557.064171,46,2,23,"9",1,"YES"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java",30,0,1,0,1,0,0,0.000000,0,0,0.000000,1084,434,90.333333,702,559.363636,18,1,1,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/ToTextTool.java",56,0,1,0,1,0,0,0.000000,0,0,0.000000,329,323,164.500000,267,267.000000,18,1,3,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/TetherTool.java",66,95,2,1,1,95,78,47.500000,95,78,47.500000,18,12,9.000000,57,53.778947,17,1,3,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/DataFileWriteTool.java",107,57,3,0,3,48,46,16.000000,39,39,13.000000,840,434,120.000000,437,340.656805,18,2,8,"2",2,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/Tool.java",9,0,2,0,1,0,0,0.000000,0,0,0.000000,1153,434,88.692308,702,609.064000,38,0,0,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/DataFileReadTool.java",49,13,4,0,3,6,3,1.500000,3,2,0.750000,844,434,120.571429,437,385.947368,21,1,2,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java",56,13,3,1,2,8,5,2.666667,3,2,1.000000,856,434,142.666667,437,374.263736,18,1,3,"2",2,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/RpcSendTool.java",85,19,4,0,2,7,4,1.750000,5,5,1.250000,904,434,129.142857,436,384.130952,20,2,4,"1",1,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java",139,17,4,0,2,10,5,2.500000,3,1,0.750000,927,434,115.875000,436,396.397196,23,2,9,"3",3,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java",62,6,3,0,2,3,2,1.000000,0,0,0.000000,877,434,146.166667,437,407.663158,18,1,3,"2",2,"YES"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/Main.java",63,7,4,1,2,2,1,0.500000,5,3,1.250000,984,434,57.882353,501,436.887324,24,2,6,"1",1,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java",37,64,2,0,1,64,47,32.000000,64,47,32.000000,85,73,42.500000,43,41.937500,21,2,3,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java",62,0,1,0,1,0,0,0.000000,0,0,0.000000,804,434,134.000000,437,359.653266,22,1,3,"1",1,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/RecodecTool.java",86,115,2,0,2,115,115,57.500000,115,115,57.500000,328,323,164.000000,110,110.000000,18,2,8,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/InduceSchemaTool.java",49,4,2,0,1,2,2,1.000000,0,0,0.000000,857,434,107.125000,477,454.357143,20,3,5,"0",0,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/Util.java",78,11,2,0,2,6,6,3.000000,1,1,0.500000,1153,434,88.692308,702,477.518018,35,3,6,"6",3,"NO"
"1.5.0","lang/java/tools/src/main/java/org/apache/avro/tool/IdlTool.java",47,2,2,0,1,1,1,0.500000,0,0,0.000000,890,434,127.142857,436,382.654206,21,1,3,"4",3,"NO"
"1.5.0","lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SchemaTask.java",9,3,2,0,1,2,2,1.000000,1,1,0.500000,1146,434,127.333333,702,673.500000,18,0,0,"0",0,"NO"
"1.5.0","lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java",338,398,5,6,3,195,102,39.000000,180,84,36.000000,1500,434,34.883721,702,496.202858,56,4,71,"0",0,"NO"
"1.5.0","lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/ProtocolTask.java",47,3,2,0,1,2,2,1.000000,1,1,0.500000,1146,434,127.333333,702,677.198777,22,2,6,"0",0,"NO"
"1.5.0","lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java",21,68,2,0,1,67,66,33.500000,66,66,33.000000,396,323,198.000000,87,85.705882,37,0,0,"0",0,"NO"
"1.5.0","lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/AbstractAvroMojo.java",69,143,1,0,1,143,143,143.000000,143,143,143.000000,323,323,323.000000,87,87.000000,57,2,7,"0",0,"NO"
"1.5.0","lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/SchemaMojo.java",21,68,2,0,1,67,66,33.500000,66,66,33.000000,396,323,198.000000,87,85.705882,37,0,0,"0",0,"NO"
"1.5.0","lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/IDLProtocolMojo.java",32,84,2,0,1,81,78,40.500000,78,78,39.000000,396,323,198.000000,87,83.857143,37,1,1,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroReducer.java",18,44,2,0,1,22,18,11.000000,28,14,14.000000,452,323,90.400000,400,263.432749,25,1,2,"2",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileInputFormat.java",19,0,0,0,0,0,0,0.000000,0,0,0.000000,351,323,117.000000,400,347.839506,18,0,0,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileReader.java",193,0,0,0,0,0,0,0.000000,0,0,0.000000,333,323,166.500000,231,231.000000,22,1,9,"22",6,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroValue.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,1108,434,123.111111,757,674.777778,20,0,0,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKey.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,1108,434,123.111111,757,674.777778,20,0,0,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java",68,14,2,1,1,7,6,3.500000,10,5,5.000000,505,323,56.111111,400,309.910828,25,2,5,"2",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroRecordReader.java",54,0,0,1,0,0,0,0.000000,0,0,0.000000,406,323,67.666667,400,345.547619,19,1,3,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java",91,0,0,1,0,0,0,0.000000,0,0,0.000000,509,323,72.714286,400,341.839130,29,2,7,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroCollector.java",6,0,0,0,0,0,0,0.000000,0,0,0.000000,1104,434,138.000000,757,680.833333,18,0,0,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopMapper.java",52,20,2,0,1,10,8,5.000000,12,6,6.000000,434,323,108.500000,289,234.436893,21,1,2,"5",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/FsInput.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,341,323,170.500000,400,400.000000,19,0,0,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKeyComparator.java",23,0,0,1,0,0,0,0.000000,0,0,0.000000,431,323,71.833333,400,355.079545,18,1,1,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMapper.java",11,40,2,0,1,20,17,10.000000,28,14,14.000000,452,323,90.400000,400,263.079470,23,0,0,"2",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroUtf8InputFormat.java",75,0,0,0,0,0,0,0.000000,0,0,0.000000,332,323,110.666667,325,313.307692,21,1,1,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroWrapper.java",26,0,0,2,0,0,0,0.000000,0,0,0.000000,875,434,87.500000,626,501.552846,22,2,7,"7",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducerBase.java",36,10,2,0,1,5,5,2.500000,10,5,5.000000,434,323,108.500000,289,250.506849,17,1,1,"8",3,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroInputFormat.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,341,323,170.500000,400,400.000000,18,2,2,"2",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java",54,0,0,0,0,0,0,0.000000,0,0,0.000000,443,323,110.750000,325,302.050000,18,1,1,"3",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java",89,0,0,0,0,0,0,0.000000,0,0,0.000000,471,323,94.200000,325,316.246377,26,2,7,"6",3,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherMapRunner.java",55,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,325,325.000000,23,2,5,"4",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputService.java",66,0,0,0,0,0,0,0.000000,0,0,0.000000,388,323,129.333333,325,320.963964,17,1,3,"7",4,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherRecordReader.java",50,0,0,0,0,0,0,0.000000,0,0,0.000000,378,323,126.000000,400,377.016129,18,1,2,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherReducer.java",53,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,325,325.000000,20,1,6,"3",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherInputFormat.java",31,0,0,0,0,0,0,0.000000,0,0,0.000000,378,323,126.000000,400,385.000000,18,2,2,"2",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java",48,0,0,0,0,0,0,0.000000,0,0,0.000000,378,323,126.000000,400,375.192308,19,1,1,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java",12,0,0,0,0,0,0,0.000000,0,0,0.000000,1111,434,111.100000,757,613.680952,23,0,0,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeyComparator.java",33,0,0,0,0,0,0,0.000000,0,0,0.000000,383,323,95.750000,400,359.864078,18,1,3,"2",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java",50,0,0,1,0,0,0,0.000000,0,0,0.000000,403,323,100.750000,325,257.339056,27,1,2,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherPartitioner.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,361,323,120.333333,325,325.000000,18,1,2,"2",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java",32,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,289,289.000000,21,0,0,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java",31,0,0,0,0,0,0,0.000000,0,0,0.000000,360,323,180.000000,289,289.000000,19,0,0,"1",1,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java",441,0,0,1,0,0,0,0.000000,0,0,0.000000,399,323,99.750000,289,267.543165,56,2,10,"5",2,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileRecordReader.java",11,0,0,0,0,0,0,0.000000,0,0,0.000000,1114,434,123.777778,757,622.790323,18,0,0,"0",0,"NO"
"1.5.1","lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroJob.java",111,14,2,1,1,7,7,3.500000,14,7,7.000000,517,323,51.700000,400,293.373219,46,1,6,"5",2,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/Protocol.java",320,0,0,2,0,0,0,0.000000,0,0,0.000000,1297,434,54.041667,757,697.253404,71,3,42,"35",4,"YES"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java",30,0,0,2,0,0,0,0.000000,0,0,0.000000,1205,434,80.333333,757,682.985437,19,1,1,"2",1,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java",160,8,2,6,1,4,2,2.000000,0,0,0.000000,1079,434,46.913043,611,495.678571,28,12,45,"24",8,"YES"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumReader.java",65,0,0,3,0,0,0,0.000000,0,0,0.000000,1283,434,58.318182,757,688.097561,30,2,9,"4",2,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/FixedSize.java",12,0,0,1,0,0,0,0.000000,0,0,0.000000,1090,434,121.111111,757,733.829060,22,0,0,"0",0,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecord.java",4,0,0,1,0,0,0,0.000000,0,0,0.000000,1107,434,123.000000,757,730.519231,19,0,0,"0",0,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificExceptionBase.java",18,0,0,2,0,0,0,0.000000,0,0,0.000000,1167,434,106.090909,757,714.075758,21,1,3,"6",3,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificFixed.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,1105,434,110.500000,757,735.830189,18,0,0,"0",0,"NO"
"1.5.1","lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java",27,0,0,3,0,0,0,0.000000,0,0,0.000000,877,434,109.625000,703,625.207692,21,1,3,"4",2,"NO"
