version,classpath,LOC,LOC_TOUCHED,REVS,FIXES,AUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,CHANGE_SET_SIZE,MAX_CHANGE_SET,AVG_CHANGE_SET,AGE,WEIGHTED_AGE,COMMENT_LINES,NESTING_DEPTH,DECISION_POINTS,nsmells,DISTINCT_SMELL_TYPES,BUGGY
"1.3.3","lang/java/src/java/org/apache/avro/generic/GenericResponder.java",29,0,0,1,0,0,0,0.000000,0,0,0.000000,792,434,88.000000,426,405.009950,18,1,1,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/generic/GenericRequestor.java",42,0,0,1,0,0,0,0.000000,0,0,0.000000,844,434,76.727273,426,390.687500,18,2,3,"4",2,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/generic/GenericRecord.java",5,0,0,1,0,0,0,0.000000,0,0,0.000000,766,434,95.750000,426,358.658120,21,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/generic/GenericFixed.java",4,0,0,0,0,0,0,0.000000,0,0,0.000000,739,434,123.166667,426,418.489796,19,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/generic/IndexedRecord.java",5,0,0,1,0,0,0,0.000000,0,0,0.000000,766,434,95.750000,426,360.655172,20,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/CodecFactory.java",36,0,0,0,0,0,0,0.000000,0,0,0.000000,25,16,12.500000,138,135.789474,28,1,1,"2",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/SeekableInput.java",8,0,0,1,0,0,0,0.000000,0,0,0.000000,729,434,121.500000,426,415.075630,22,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/Codec.java",16,0,0,0,0,0,0,0.000000,0,0,0.000000,783,434,78.300000,426,297.494253,32,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/NullCodec.java",35,0,0,0,0,0,0,0.000000,0,0,0.000000,818,434,62.923077,426,270.175373,19,1,1,"3",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/DeflateCodec.java",100,0,0,0,0,0,0,0.000000,0,0,0.000000,67,24,13.400000,138,125.910314,31,2,10,"6",4,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/file/DataFileReader.java",116,0,0,1,0,0,0,0.000000,0,0,0.000000,869,434,62.071429,426,327.215855,34,3,9,"10",8,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/file/DataFileWriter.java",252,9,1,2,1,3,3,3.000000,3,3,3.000000,870,434,45.789474,426,298.693213,83,2,17,"9",3,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java",53,0,0,0,0,0,0,0.000000,0,0,0.000000,16,16,16.000000,138,138.000000,22,2,5,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/DataFileStream.java",189,0,0,1,0,0,0,0.000000,0,0,0.000000,509,434,63.625000,160,137.038760,58,3,25,"13",4,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/file/DataFileConstants.java",14,0,0,1,0,0,0,0.000000,0,0,0.000000,749,434,83.222222,426,359.604167,20,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/file/SeekableFileInput.java",13,0,0,0,0,0,0,0.000000,0,0,0.000000,724,434,120.666667,426,416.543689,18,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/BinaryEncoder.java",178,0,0,1,0,0,0,0.000000,0,0,0.000000,781,434,86.777778,426,379.852910,39,1,6,"22",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java",154,0,0,0,0,0,0,0.000000,0,0,0.000000,575,434,71.875000,351,249.834234,27,3,15,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/DatumWriter.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,768,434,109.714286,426,421.172414,23,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java",126,19,1,1,1,19,19,19.000000,19,19,19.000000,645,434,43.000000,349,263.597603,106,6,21,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java",181,0,0,1,0,0,0,0.000000,0,0,0.000000,591,434,65.666667,349,333.606154,21,2,10,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/DecoderFactory.java",76,0,0,0,0,0,0,0.000000,0,0,0.000000,24,24,24.000000,110,110.000000,143,3,8,"4",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/BinaryData.java",152,0,0,0,0,0,0,0.000000,0,0,0.000000,513,434,85.500000,282,256.503480,33,6,42,"17",5,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java",418,0,0,2,0,0,0,0.000000,0,0,0.000000,573,434,81.857143,369,359.615845,122,4,46,"19",5,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/Encoder.java",36,0,0,0,0,0,0,0.000000,0,0,0.000000,781,434,86.777778,426,379.742827,209,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/JsonDecoder.java",363,0,0,2,0,0,0,0.000000,0,0,0.000000,617,434,56.090909,322,293.065385,21,5,39,"4",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/ParsingEncoder.java",36,0,0,0,0,0,0,0.000000,0,0,0.000000,524,434,131.000000,322,311.228571,24,1,3,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/DatumReader.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,703,434,117.166667,426,422.370968,24,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/ParsingDecoder.java",47,0,0,0,0,0,0,0.000000,0,0,0.000000,522,434,174.000000,322,321.920000,19,12,13,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java",44,0,0,1,0,0,0,0.000000,0,0,0.000000,575,434,71.875000,322,290.891667,43,3,3,"2",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java",82,0,0,1,0,0,0,0.000000,0,0,0.000000,590,434,73.750000,322,299.403727,43,4,18,"6",5,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java",335,0,0,3,0,0,0,0.000000,0,0,0.000000,613,434,47.153846,322,250.780443,84,5,83,"22",6,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/io/parsing/Parser.java",98,0,0,2,0,0,0,0.000000,0,0,0.000000,582,434,64.666667,322,219.761658,79,4,13,"3",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java",58,0,0,2,0,0,0,0.000000,0,0,0.000000,589,434,73.625000,322,286.738462,35,4,16,"4",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/parsing/Symbol.java",358,0,0,2,0,0,0,0.000000,0,0,0.000000,601,434,46.230769,322,248.744615,123,3,16,"14",4,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/JsonEncoder.java",194,0,0,3,0,0,0,0.000000,0,0,0.000000,589,434,58.900000,322,302.038328,21,3,14,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/BinaryDecoder.java",648,0,0,0,0,0,0,0.000000,0,0,0.000000,575,434,71.875000,351,168.483798,256,9,62,"50",9,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java",149,0,0,2,0,0,0,0.000000,0,0,0.000000,582,434,72.750000,349,333.009501,25,1,2,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/io/Decoder.java",32,0,0,0,0,0,0,0.000000,0,0,0.000000,836,434,69.666667,426,381.326429,226,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/AvroTypeException.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,754,434,107.714286,426,415.230769,18,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java",135,0,0,0,0,0,0,0.000000,0,0,0.000000,457,434,152.333333,160,150.000000,23,2,9,"3",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java",52,0,0,0,0,0,0,0.000000,0,0,0.000000,447,434,223.500000,161,161.000000,18,1,3,"2",2,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/tool/Main.java",61,0,0,0,0,0,0,0.000000,0,0,0.000000,514,434,51.400000,225,195.568000,24,2,6,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/Util.java",36,0,0,0,0,0,0,0.000000,0,0,0.000000,786,434,78.600000,426,318.860927,29,1,1,"3",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,761,434,69.181818,426,283.363636,18,1,1,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/Tool.java",9,0,0,0,0,0,0,0.000000,0,0,0.000000,757,434,68.818182,426,333.064000,38,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/RpcSendTool.java",91,0,0,0,0,0,0,0.000000,0,0,0.000000,457,434,152.333333,160,148.020134,20,2,4,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java",62,0,0,0,0,0,0,0.000000,0,0,0.000000,471,434,157.000000,161,158.134831,18,1,3,"2",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/GenAvroTool.java",46,0,0,0,0,0,0,0.000000,0,0,0.000000,465,434,155.000000,160,159.675000,21,1,3,"5",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java",49,0,0,0,0,0,0,0.000000,0,0,0.000000,459,434,153.000000,161,160.963415,21,1,2,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java",69,0,0,0,0,0,0,0.000000,0,0,0.000000,475,434,118.750000,161,155.625000,18,2,4,"2",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java",109,0,0,4,0,0,0,0.000000,0,0,0.000000,964,434,41.913043,426,344.875371,23,2,13,"11",4,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/Stringable.java",10,0,0,2,0,0,0,0.000000,0,0,0.000000,776,434,86.222222,426,380.846154,22,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java",43,0,0,0,0,0,0,0.000000,0,0,0.000000,869,434,66.846154,426,375.402235,21,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java",49,0,0,0,0,0,0,0.000000,0,0,0.000000,461,434,76.833333,201,195.861702,20,3,5,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java",22,0,0,1,0,0,0,0.000000,0,0,0.000000,944,434,59.000000,426,377.801923,18,0,0,"0",0,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java",87,0,0,5,0,0,0,0.000000,0,0,0.000000,1005,434,41.875000,426,340.023095,24,1,6,"8",3,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/ReflectData.java",350,10,1,6,1,7,7,7.000000,4,4,4.000000,1043,434,33.645161,426,294.936108,68,11,71,"47",11,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/Nullable.java",10,0,0,2,0,0,0,0.000000,0,0,0.000000,781,434,78.100000,426,358.780142,21,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/reflect/Union.java",12,0,0,1,0,0,0,0.000000,0,0,0.000000,781,434,78.100000,426,365.666667,25,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/AvroRuntimeException.java",8,0,0,0,0,0,0,0.000000,0,0,0.000000,732,434,104.571429,426,413.233766,18,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java",10,0,0,0,0,0,0,0.000000,0,0,0.000000,462,434,154.000000,313,307.731707,55,0,0,"7",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,444,434,148.000000,252,248.700000,18,1,1,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/Responder.java",143,0,0,1,0,0,0,0.000000,0,0,0.000000,925,434,48.684211,426,375.599374,33,2,14,"5",1,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java",50,0,0,0,0,0,0,0.000000,0,0,0.000000,745,434,93.125000,426,424.080460,30,2,7,"6",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/HttpServer.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,444,434,148.000000,252,249.162162,20,1,2,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/RPCContext.java",70,0,0,1,0,0,0,0.000000,0,0,0.000000,479,434,95.800000,313,290.597990,67,1,4,"2",1,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/Server.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,760,434,108.571429,426,401.633663,20,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/Requestor.java",167,0,0,1,0,0,0,0.000000,0,0,0.000000,927,434,54.529412,426,378.355593,35,2,16,"4",1,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/DatagramServer.java",45,0,0,0,0,0,0,0.000000,0,0,0.000000,792,434,88.000000,426,393.528807,19,2,3,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java",55,0,0,0,0,0,0,0.000000,0,0,0.000000,738,434,123.000000,426,421.553114,25,1,4,"3",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java",15,0,0,0,0,0,0,0.000000,0,0,0.000000,745,434,124.166667,426,423.445255,18,1,1,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java",66,0,0,0,0,0,0,0.000000,0,0,0.000000,769,434,85.444444,426,407.779661,22,2,6,"2",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java",80,0,0,0,0,0,0,0.000000,0,0,0.000000,481,434,80.166667,252,244.525926,22,3,6,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java",27,0,0,1,0,0,0,0.000000,0,0,0.000000,481,434,96.200000,295,226.281250,22,1,2,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java",68,0,0,0,0,0,0,0.000000,0,0,0.000000,446,434,223.000000,152,152.000000,25,1,3,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java",128,0,0,0,0,0,0,0.000000,0,0,0.000000,446,434,223.000000,152,152.000000,52,2,8,"6",4,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java",75,0,0,0,0,0,0,0.000000,0,0,0.000000,446,434,223.000000,152,152.000000,35,1,2,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java",38,0,0,0,0,0,0,0.000000,0,0,0.000000,446,434,223.000000,152,152.000000,28,2,4,"4",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/Transceiver.java",17,0,0,0,0,0,0,0.000000,0,0,0.000000,748,434,106.857143,426,415.746154,18,0,0,"2",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java",54,0,0,0,0,0,0,0.000000,0,0,0.000000,456,434,152.000000,259,254.379310,22,2,3,"2",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java",27,0,0,0,0,0,0,0.000000,0,0,0.000000,751,434,93.875000,426,359.198795,18,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/ipc/SocketServer.java",74,0,0,0,0,0,0,0.000000,0,0,0.000000,795,434,79.500000,426,412.705189,19,2,6,"6",4,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/Protocol.java",279,0,0,2,0,0,0,0.000000,0,0,0.000000,951,434,43.227273,426,402.622278,62,3,35,"30",4,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/specific/ProtocolTask.java",46,0,0,0,0,0,0,0.000000,0,0,0.000000,750,434,107.142857,426,407.070988,22,2,6,"7",5,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java",72,0,0,2,0,0,0,0.000000,0,0,0.000000,888,434,59.200000,426,349.644599,21,1,2,"3",2,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SchemaTask.java",8,0,0,0,0,0,0,0.000000,0,0,0.000000,750,434,107.142857,426,417.410526,18,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java",18,0,0,2,0,0,0,0.000000,0,0,0.000000,771,434,85.666667,426,392.553846,21,1,3,"6",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java",27,0,0,3,0,0,0,0.000000,0,0,0.000000,554,434,79.142857,372,294.207692,21,1,3,"4",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java",336,0,0,5,0,0,0,0.000000,0,0,0.000000,1022,434,30.969697,426,315.374493,52,4,75,"12",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java",57,0,0,3,0,0,0,0.000000,0,0,0.000000,909,434,50.500000,426,395.336463,19,1,4,"2",2,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/FixedSize.java",12,0,0,1,0,0,0,0.000000,0,0,0.000000,767,434,95.875000,426,402.829060,22,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificData.java",168,0,0,4,0,0,0,0.000000,0,0,0.000000,578,434,44.461538,280,216.675000,28,12,42,"21",7,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificFixed.java",7,0,0,0,0,0,0,0.000000,0,0,0.000000,761,434,95.125000,426,417.615385,18,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificResponder.java",70,0,0,3,0,0,0,0.000000,0,0,0.000000,862,434,66.307692,426,326.564202,18,1,5,"5",3,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificRecord.java",4,0,0,1,0,0,0,0.000000,0,0,0.000000,784,434,98.000000,426,399.519231,19,0,0,"0",0,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java",29,0,0,1,0,0,0,0.000000,0,0,0.000000,840,434,70.000000,426,384.192708,18,0,0,"1",1,"NO"
"1.3.3","lang/java/src/java/org/apache/avro/Schema.java",836,0,0,6,0,0,0,0.000000,0,0,0.000000,1056,434,26.400000,426,342.776154,179,9,115,"157",17,"YES"
"1.3.3","lang/java/src/java/org/apache/avro/util/Utf8.java",62,0,0,1,0,0,0,0.000000,0,0,0.000000,759,434,94.875000,426,409.231061,18,2,9,"12",4,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/SchemaParseException.java",5,0,0,0,0,0,0,0.000000,0,0,0.000000,723,434,120.500000,517,513.040541,18,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/AvroRuntimeException.java",8,0,0,0,0,0,0,0.000000,0,0,0.000000,732,434,104.571429,517,504.233766,18,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/Schema.java",1034,314,4,8,1,269,193,67.250000,224,187,56.000000,1069,434,24.295455,517,395.364812,195,9,165,"157",17,"YES"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java",191,739,3,0,2,449,206,149.666667,487,164,162.333333,478,434,95.600000,243,71.526005,42,1,7,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java",27,0,0,1,0,0,0,0.000000,0,0,0.000000,481,434,96.200000,386,317.281250,22,1,2,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java",165,72,1,0,1,67,67,67.000000,62,62,62.000000,450,434,150.000000,243,199.592058,70,2,11,"6",4,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/StatsServer.java",20,54,1,0,1,54,54,54.000000,54,54,54.000000,18,18,18.000000,42,42.000000,28,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/StaticServlet.java",19,46,2,0,1,46,28,23.000000,46,28,23.000000,43,25,21.500000,42,31.826087,22,1,2,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java",161,387,3,0,2,246,117,82.000000,315,105,105.000000,478,434,95.600000,243,93.431102,41,1,8,"1",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/IntegerHistogram.java",28,17,1,1,1,9,9,9.000000,1,1,1.000000,485,434,80.833333,386,280.982301,22,1,2,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java",38,0,0,0,0,0,0,0.000000,0,0,0.000000,446,434,223.000000,243,243.000000,28,2,4,"4",2,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java",68,32,2,0,1,23,18,11.500000,18,16,9.000000,783,434,97.875000,517,467.039344,25,1,6,"3",2,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/RPCContext.java",84,84,3,2,1,61,41,20.333333,40,39,13.333333,522,434,65.250000,404,283.250883,87,1,4,"2",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/Server.java",7,6,1,0,1,6,6,6.000000,6,6,6.000000,783,434,97.875000,517,467.869159,22,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java",15,0,0,0,0,0,0,0.000000,0,0,0.000000,745,434,124.166667,517,514.445255,18,1,1,"1",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/Transceiver.java",23,30,1,0,1,29,29,29.000000,28,28,28.000000,771,434,96.375000,517,433.856250,36,0,0,"2",2,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java",75,21,1,0,1,7,7,7.000000,7,7,7.000000,504,434,72.000000,343,306.243590,21,3,6,"1",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/NettyServer.java",109,199,3,1,1,175,148,58.333333,153,148,51.000000,35,23,11.666667,69,64.135678,24,1,2,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/DatagramServer.java",45,2,1,0,1,1,1,1.000000,0,0,0.000000,815,434,81.500000,517,482.752049,19,2,3,"1",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java",10,10,1,0,1,6,6,6.000000,2,2,2.000000,470,434,117.500000,404,363.543478,55,0,0,"7",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/Trace.java",126,253,3,0,2,248,245,82.666667,247,245,82.333333,70,28,23.333333,34,33.636364,100,5,20,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/TraceClientServlet.java",190,277,2,0,1,265,198,132.500000,253,186,126.500000,42,25,21.000000,34,20.353791,41,3,20,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/TracePlugin.java",248,402,5,0,2,373,322,74.600000,374,322,74.800000,92,28,18.400000,34,30.942786,66,3,25,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/StaticServlet.java",22,50,1,0,1,50,50,50.000000,50,50,50.000000,25,25,25.000000,16,16.000000,22,1,3,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/SpanStorage.java",11,50,2,1,1,35,24,17.500000,20,11,10.000000,795,434,79.500000,517,355.628743,39,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/Util.java",139,250,4,0,1,236,169,59.000000,222,169,55.500000,62,25,15.500000,34,28.696000,61,4,24,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/TraceCollection.java",198,356,2,0,1,331,281,165.500000,306,281,153.000000,34,25,17.000000,16,15.157303,77,3,14,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/SpanAggregator.java",107,185,3,1,2,183,155,61.000000,181,155,60.333333,49,25,16.333333,34,31.016216,55,6,15,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/TraceNode.java",65,153,2,0,1,146,94,73.000000,139,94,69.500000,42,25,21.000000,34,27.058824,58,2,2,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/FileSpanStorage.java",212,359,1,0,1,359,359,359.000000,359,359,359.000000,11,11,11.000000,26,26.000000,105,3,23,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/TracePluginConfiguration.java",28,62,3,0,1,60,45,20.000000,58,45,19.333333,53,25,17.666667,34,30.677419,36,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java",45,80,2,0,1,79,68,39.500000,78,68,39.000000,28,17,14.000000,34,32.800000,24,2,4,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/Responder.java",163,81,5,3,1,56,28,11.200000,33,21,6.600000,993,434,41.375000,517,423.823611,39,2,18,"5",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/NettyTransceiver.java",191,264,1,0,1,264,264,264.000000,264,264,264.000000,9,9,9.000000,69,69.000000,36,1,7,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/Requestor.java",183,78,5,2,2,49,25,9.800000,22,13,4.400000,1010,434,45.909091,517,425.014771,38,2,22,"4",1,"YES"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java",27,0,0,0,0,0,0,0.000000,0,0,0.000000,751,434,93.875000,517,450.198795,18,0,0,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java",54,0,0,0,0,0,0,0.000000,0,0,0.000000,456,434,152.000000,350,345.379310,22,2,3,"2",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/NettyTransportCodec.java",111,183,2,0,1,183,165,91.500000,183,165,91.500000,15,9,7.500000,69,63.491803,46,2,7,"0",0,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java",77,18,2,0,1,17,16,8.500000,16,15,8.000000,800,434,72.727273,517,476.744409,23,2,8,"2",1,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java",50,0,0,0,0,0,0,0.000000,0,0,0.000000,745,434,93.125000,517,515.080460,30,2,7,"6",2,"NO"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/SocketServer.java",73,3,2,0,1,1,1,0.500000,1,1,0.500000,841,434,70.083333,517,500.838407,19,2,6,"6",4,"YES"
"1.4.0","lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java",30,0,0,0,0,0,0,0.000000,0,0,0.000000,444,434,148.000000,343,339.700000,18,1,1,"0",0,"NO"
